,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
41068,41068,TIC 141685465,719.8868036720854,0.13632680138300682,9,9,0,,notEB,[9.592318  9.730397  9.7376795 9.466971  9.632931 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141685465-0136-s_lc.fits
41069,41069,TIC 141685465,415.17730940077035,0.0756789228078302,11,10,1,,EB,[10.73931069 11.000363   11.01412929 10.50233248 10.81609277],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000141685465-0136-s_lc.fits
41221,41221,TIC 278987417,15.30024985632424,0.09037326328394774,1,1,0,,notEB,[1.4236906 1.3672707 1.5803245 1.4541143 1.3786687],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000278987417-0136-s_lc.fits
41403,41403,TIC 279569707,2059.5616266786114,0.2699239329077538,5,5,0,,EB,[5.2474017 5.2555447 5.370091  5.1696367 5.2029495],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000279569707-0136-s_lc.fits
41405,41405,TIC 309658221,307.90272610550625,0.1974896579959734,6,6,0,,notEB,[6.6983056 6.443735  6.910185  6.700122  6.4046135],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000309658221-0136-s_lc.fits
41406,41406,TIC 309658221,295.12369511425544,0.17638993038714396,6,6,1,,notEB,[6.62907652 6.36633232 6.84775908 6.6309512  6.32595451],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000309658221-0136-s_lc.fits
41407,41407,TIC 309658221,295.12369511425544,0.17638993038714396,3,2,2,,notEB,[2.71825629 2.20099888 3.54887068 2.03023619 2.93196465],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000309658221-0136-s_lc.fits
41434,41434,TIC 364302118,628.1613750915601,0.3492599681865423,4,4,0,,notEB,[4.0554676 4.0029774 4.19197   4.084956  4.130937 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000364302118-0136-s_lc.fits
41435,41435,TIC 364302118,452.20126850681817,0.2318444471190355,4,4,1,,notEB,[4.24823697 4.34494017 4.53185937 4.31560224 4.3041582 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000364302118-0136-s_lc.fits
41436,41436,TIC 364302118,101.98267120833046,0.2544136821036668,5,5,2,,notEB,[5.11943332 4.36153146 5.70835892 5.16962794 4.9335193 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000364302118-0136-s_lc.fits
41511,41511,TIC 150187916,27.9766327476674,0.29210703380472675,2,1,0,,notEB,[1.9324359 1.9747416 2.0724795 1.9374062 1.9199618],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000150187916-0136-s_lc.fits
41540,41540,TIC 404927661,956.5214299700797,0.3135359371706283,6,6,0,,notEB,[6.047542  6.0376563 6.2179813 6.0477877 6.1930065],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000404927661-0136-s_lc.fits
41541,41541,TIC 404927661,523.8995734026629,0.26358397713581017,7,6,1,,notEB,[6.61826304 6.81923016 7.05474262 6.60364432 6.80961142],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000404927661-0136-s_lc.fits
41542,41542,TIC 404927661,523.8995734026629,0.26358397713581017,4,2,2,,notEB,[1.87319634 3.05425848 4.4383399  1.78728368 2.99773018],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000404927661-0136-s_lc.fits
41578,41578,TIC 260502102,725.4426849908575,0.10192430414249412,7,7,0,,notEB,[7.4028955 7.501092  7.57913   7.4505777 7.419969 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260502102-0136-s_lc.fits
41579,41579,TIC 260502102,718.3241427471953,0.10433857474099503,7,7,1,,notEB,[7.2940681  7.39227315 7.47031822 7.34175477 7.31114354],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260502102-0136-s_lc.fits
41580,41580,TIC 260502102,716.8453262625677,0.103206228939695,7,7,2,,EB,[7.30075434 7.23612515 7.3332331  7.23913247 7.1707268 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260502102-0136-s_lc.fits
41660,41660,TIC 149473467,8381.846573646895,0.4797793248699261,3,3,0,,EB,[3.5293033 3.5330167 3.539234  3.5296135 3.5323243],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000149473467-0136-s_lc.fits
41677,41677,TIC 177075997,8381.846573646895,0.4797793248699261,6,2,0,,notEB,[0.8671881 2.0033581 6.5572467 2.9185102 1.302317 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177075997-0136-s_lc.fits
41930,41930,TIC 350298314,14.332524112615602,0.07365679505963409,3,1,0,,notEB,[1.7396224  1.5265224  3.0235298  2.0709171  0.89076066],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350298314-0136-s_lc.fits
42069,42069,TIC 25078924,23.73522092048113,0.1220898000850693,2,2,0,,notEB,[2.1380684 2.145859  2.1767848 1.9257154 2.0799112],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000025078924-0136-s_lc.fits
42093,42093,TIC 358111274,24.08937497790131,0.010918435624864406,3,1,0,,notEB,[1.3481141  0.49941602 3.9399395  1.1012499  2.483109  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000358111274-0136-s_lc.fits
42121,42121,TIC 167121012,24.08937497790131,0.010918435624864406,3,2,0,,notEB,[2.5309267 2.9434102 3.7069    3.2624924 2.0885735],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000167121012-0136-s_lc.fits
42151,42151,TIC 220474209,620.3654499796056,0.2053868880239255,4,4,0,,notEB,[4.773599  4.7430334 4.8928156 4.69195   4.691128 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000220474209-0136-s_lc.fits
42152,42152,TIC 220474209,765.5356933395976,0.14262748809790698,5,5,1,,notEB,[4.93237219 5.0092062  5.21572408 5.12058543 4.83853082],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000220474209-0136-s_lc.fits
42153,42153,TIC 220474209,757.3761755018446,0.13744049663352664,5,4,2,,EB,[4.9064706  4.98357808 5.19925086 5.10377359 4.81229523],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000220474209-0136-s_lc.fits
42265,42265,TIC 260416268,14.4970327423401,0.1254904722848982,4,2,0,,notEB,[2.477305  1.2053936 4.2505465 2.1755285 2.7365294],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260416268-0136-s_lc.fits
42275,42275,TIC 177308817,14.4970327423401,0.1254904722848982,3,1,0,,notEB,[0.5377583  0.9217224  3.5433424  0.9073949  0.45841283],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000177308817-0136-s_lc.fits
42283,42283,TIC 425064757,1277.564418813198,0.027381734654119357,5,4,0,,notEB,[4.745037  4.920265  5.0631924 4.974607  4.92039  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000425064757-0136-s_lc.fits
42284,42284,TIC 425064757,454.076894683153,0.01964241663376835,5,5,1,,notEB,[4.7932332  5.09701393 5.31894239 5.1618842  5.09701103],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000425064757-0136-s_lc.fits
42285,42285,TIC 425064757,372.2952841014148,0.0132886153740892,5,5,2,,EB,[4.92849979 5.15695795 5.29809584 5.20661997 5.05368062],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000425064757-0136-s_lc.fits
42335,42335,TIC 55404385,4481.185680300723,0.2690384962450867,6,6,0,,EB,[6.450333  6.4454064 6.4935493 6.486661  6.4520183],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055404385-0136-s_lc.fits
42563,42563,TIC 32150630,470.4442986239211,0.3855003277887363,5,5,0,,notEB,[5.40306   5.4682093 5.556002  5.38637   5.3863273],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
42564,42564,TIC 32150630,430.72351478962685,0.16494411658844493,6,6,1,,notEB,[6.56966442 6.65823413 6.77824403 6.54685053 6.55128923],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
42565,42565,TIC 32150630,418.5277162885967,0.15318625064745986,6,6,2,,EB,[6.48411522 6.57240127 6.68897409 6.46137439 6.46887492],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000032150630-0136-s_lc.fits
42589,42589,TIC 349055915,418.5277162885967,0.15318625064745986,4,1,0,,notEB,[0.5546421  0.80435896 4.1497974  0.351927   0.43473965],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000349055915-0136-s_lc.fits
42633,42633,TIC 55652785,1795.8872869770971,0.380498539079638,3,3,0,,EB,[3.8030667 3.7792149 3.9247808 3.8457117 3.7896779],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000055652785-0136-s_lc.fits
42711,42711,TIC 300871545,196.72854640907084,0.11100429309906283,8,7,0,,notEB,[6.3860793 7.1619096 8.195774  7.1025515 7.1570168],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300871545-0136-s_lc.fits
42712,42712,TIC 300871545,183.71749290269298,0.09905679089456584,8,7,1,,notEB,[6.27289655 7.09131301 8.18192698 7.02869672 7.08615158],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300871545-0136-s_lc.fits
42713,42713,TIC 300871545,175.4435556421326,0.090697200085078,8,7,2,,EB,[6.20513068 7.04800578 8.1712131  7.03261329 7.0426901 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300871545-0136-s_lc.fits
42745,42745,TIC 278684936,175.4435556421326,0.090697200085078,8,2,0,,notEB,[1.5398129  0.23545429 8.948915   0.10906779 0.50189203],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000278684936-0136-s_lc.fits
42761,42761,TIC 350765991,175.4435556421326,0.090697200085078,3,2,0,,notEB,[2.5851839 2.082323  3.196813  2.2477953 2.558765 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350765991-0136-s_lc.fits
42773,42773,TIC 350443417,7242.384193811934,0.2755967457541854,4,4,0,,EB,[4.638978  4.6447797 4.6748676 4.6325254 4.598366 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350443417-0136-s_lc.fits
42804,42804,TIC 350622185,28.54635796605339,0.11328315742697093,2,2,0,,notEB,[2.9092686 2.922623  2.9286492 2.909043  2.9104404],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000350622185-0136-s_lc.fits
42938,42938,TIC 260301896,447.20099047668054,0.3805887354025461,34,7,0,,notEB,[4.1417889e-02 2.2819411e-02 3.4754951e+01 1.9983472e-02 4.5737747e-02],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260301896-0139-s_lc.fits
43036,43036,TIC 167304735,447.20099047668054,0.3805887354025461,4,1,0,,notEB,[0.31594    0.2681113  4.5911884  0.15210494 0.14263582],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000167304735-0139-s_lc.fits
43074,43074,TIC 55295028,447.20099047668054,0.3805887354025461,2,2,0,,notEB,[2.193405  2.2947612 2.6380196 2.3164742 2.3539693],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055295028-0139-s_lc.fits
43157,43157,TIC 272357134,416.1496892945138,0.3277665797100717,5,4,0,,notEB,[4.8286967 4.960709  5.2180076 5.0566516 4.9289618],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000272357134-0139-s_lc.fits
43158,43158,TIC 272357134,373.76912734411775,0.2957409637936421,5,5,1,,notEB,[4.85521456 5.00451595 5.29551112 5.11302326 4.96861112],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000272357134-0139-s_lc.fits
43159,43159,TIC 272357134,363.235144503098,0.2832123970181616,5,4,2,,EB,[4.81893184 4.9731994  5.26992517 5.08384356 4.9365875 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000272357134-0139-s_lc.fits
43348,43348,TIC 141268467,35468.400580958034,0.38340782356797415,5,5,0,,EB,[5.3664765 5.3856764 5.395761  5.387504  5.357447 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000141268467-0139-s_lc.fits
43412,43412,TIC 167692429,1828.8532578255374,0.22790547432385155,7,7,0,,EB,[7.0054374 6.9849267 7.134575  7.0580745 7.080194 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000167692429-0139-s_lc.fits
43472,43472,TIC 260131665,1828.8532578255374,0.22790547432385155,2,2,0,,notEB,[2.755502  2.7570586 2.7604082 2.7592094 2.7589715],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260131665-0139-s_lc.fits
43570,43570,TIC 38586438,756.8430142935077,0.11708058479025812,5,5,0,,notEB,[5.2175174 5.3546033 5.4843245 5.1144433 4.967403 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000038586438-0139-s_lc.fits
43571,43571,TIC 38586438,740.8373853471949,0.09061021810970138,5,5,1,,notEB,[5.36593336 5.50896965 5.63933967 5.24868359 5.09011911],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000038586438-0139-s_lc.fits
43572,43572,TIC 38586438,716.1542029903551,0.08530393585531072,5,5,2,,EB,[5.35066023 5.49873745 5.63370202 5.2292783  5.06512562],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000038586438-0139-s_lc.fits
43598,43598,TIC 370227780,716.1542029903551,0.08530393585531072,3,2,0,,notEB,[1.7905473 2.6202114 3.7803094 1.803868  1.4760185],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000370227780-0139-s_lc.fits
43784,43784,TIC 294092966,1745.0407341823209,0.4011205229824736,3,3,0,,EB,[3.51372   3.4935174 3.5856507 3.440348  3.360287 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000294092966-0139-s_lc.fits
43795,43795,TIC 31273263,846.5849319298543,0.0557930309977632,10,10,0,,EB,[10.690814 10.694433 10.872436 10.805448 10.588758],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000031273263-0139-s_lc.fits
43876,43876,TIC 55497281,18428.885179303947,0.2741145247920707,10,10,0,,EB,[ 9.994743 10.015503 10.018559 10.005988  9.988756],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055497281-0139-s_lc.fits
44164,44164,TIC 55524055,680.9852548368186,0.4132150686142421,5,5,0,,notEB,[5.6144643 5.7261415 5.8946943 5.618064  5.5055194],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055524055-0139-s_lc.fits
44165,44165,TIC 55524055,580.9310518239513,0.17718281856780674,7,6,1,,notEB,[6.79495054 6.67121027 7.16405632 6.97384119 6.87575444],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055524055-0139-s_lc.fits
44166,44166,TIC 55524055,536.6616839145753,0.15738954021837365,7,7,2,,EB,[7.11830715 6.98726235 7.50920165 7.30775791 7.20361733],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055524055-0139-s_lc.fits
44171,44171,TIC 177077475,67.63906570238417,0.14146255059628124,8,7,0,,notEB,[8.001962  7.697515  8.49645   6.6500177 7.652031 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000177077475-0139-s_lc.fits
44316,44316,TIC 25133286,102.8038744175,0.043305842778037104,2,2,0,,notEB,[0.17889711 2.6482737  2.648509   2.6477516  2.6476803 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000025133286-0139-s_lc.fits
44391,44391,TIC 141622065,4976.697331571724,0.5443020494302744,3,3,0,,EB,[3.294062  3.290963  3.3170922 3.2839856 3.3038225],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000141622065-0139-s_lc.fits
44413,44413,TIC 293972244,4976.697331571724,0.5443020494302744,3,2,0,,notEB,[2.6441085 2.5166526 3.7137775 2.1796336 3.164669 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000293972244-0139-s_lc.fits
44427,44427,TIC 260161144,10911.761730023829,0.33637777478724684,4,4,0,,EB,[4.5762835 4.583724  4.6065826 4.5825276 4.605234 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260161144-0139-s_lc.fits
44464,44464,TIC 260504147,3141.556489322821,0.22522926847398586,7,7,0,,EB,[7.5409584 7.5353646 7.5551934 7.49614   7.466294 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260504147-0139-s_lc.fits
44544,44544,TIC 150442264,3043.40465563605,0.4379881919466696,3,3,0,,EB,[3.7863145 3.840201  3.8607879 3.8168077 3.8125205],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150442264-0139-s_lc.fits
44791,44791,TIC 349832824,2778.563973819791,0.23289675977372284,4,4,0,,EB,[4.6084175 4.628894  4.675015  4.6496406 4.6181026],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000349832824-0139-s_lc.fits
44985,44985,TIC 350479101,470.51477696667337,0.14457912277396345,8,8,0,,notEB,[8.2449   8.413096 8.544175 8.34161  8.338946],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000350479101-0139-s_lc.fits
44986,44986,TIC 350479101,142.48502134220448,0.06907055513002983,10,9,1,,EB,[ 9.51047812 10.00747185 10.39478943  9.79624215  9.78837207],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000350479101-0139-s_lc.fits
44996,44996,TIC 55659311,2387.973676732549,0.3958654589248248,7,7,0,,EB,[7.211882  7.2429075 7.3057046 7.2656283 7.218464 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055659311-0139-s_lc.fits
45073,45073,TIC 55384162,234.61745674986855,0.04521862832590241,1,0,0,,notEB,[0.41012195 0.5162885  1.4104792  0.32514787 0.5974053 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055384162-0139-s_lc.fits
45078,45078,TIC 279955276,234.61745674986855,0.04521862832590241,2,2,0,,notEB,[2.780633  2.7829428 2.8062444 2.7113266 2.6955037],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000279955276-0139-s_lc.fits
45084,45084,TIC 150431920,234.61745674986855,0.04521862832590241,2,1,0,,notEB,[1.4972262  1.1035017  2.1226053  0.59735304 0.91821015],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150431920-0139-s_lc.fits
45418,45418,TIC 271596290,2111.972587307509,0.3941236599702924,3,3,0,,EB,[3.3749788 3.3704727 3.4774678 3.4713461 3.416227 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000271596290-0139-s_lc.fits
45470,45470,TIC 300560295,83.73777094459794,0.2770570427317232,8,7,0,,notEB,[7.839054  7.596412  8.367569  7.7947707 8.03837  ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000300560295-0139-s_lc.fits
45471,45471,TIC 300560295,104.60414274468614,0.07537130716077299,12,11,1,,EB,[11.27993389 10.89845335 12.11086149 11.2103115  11.59742456],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000300560295-0139-s_lc.fits
45869,45869,TIC 278956474,153.72909746947667,0.3103368246714781,5,5,0,,notEB,[5.62911   5.3831115 5.985689  5.3117604 5.7844048],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000278956474-0139-s_lc.fits
45990,45990,TIC 391887390,53.49093555020338,0.1123295967534372,10,3,0,,notEB,[ 0.591252    0.24291505 10.186894    0.36908454  3.620871  ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000391887390-0139-s_lc.fits
46326,46326,TIC 278683641,1784.3646916129621,0.1147102960305856,5,5,0,,EB,[5.815866  5.7944245 5.826768  5.804169  5.737198 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000278683641-0139-s_lc.fits
46378,46378,TIC 140659980,317.98697860671126,0.18767435445401226,8,8,0,,notEB,[8.661802 8.650677 8.955615 8.813387 8.664862],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000140659980-0139-s_lc.fits
